STATE_NAME,STATECODE,STATE_FIPS,COUNTY,FORMAL_COUNTY,CNTY_FIPS,total_bldg_area,LandAreaSqMiles,bldg_area_per_sq_mile
Iowa,IA,19,Madison,Madison County,121,1142500,561.01,2036.5055881356839
Iowa,IA,19,Mahaska,Mahaska County,123,1883300,570.86,3299.057562274463
Iowa,IA,19,Marion,Marion County,125,5199800,554.53,9376.949849422033
Iowa,IA,19,Marshall,Marshall County,127,6724700,572.5,11746.200873362446
Iowa,IA,19,Mills,Mills County,129,1319900,437.44,3017.328090709583
Iowa,IA,19,Mitchell,Mitchell County,131,396100,469.13,844.3288640675293
Iowa,IA,19,Monona,Monona County,133,579500,694.07,834.9301943607993
Iowa,IA,19,Monroe,Monroe County,135,377800,433.72,871.0688923729595
Iowa,IA,19,Montgomery,Montgomery County,137,2267500,424.1,5346.616364065078
Iowa,IA,19,Muscatine,Muscatine County,139,8509800,437.47,19452.30530093492
Iowa,IA,19,O'Brien,O'Brien County,141,749100,573.04,1307.238587184141
Iowa,IA,19,Osceola,Osceola County,143,581500,398.68,1458.5632587538878
Iowa,IA,19,Page,Page County,145,1350800,534.94,2525.143006692339
Iowa,IA,19,Palo Alto,Palo Alto County,147,610900,563.84,1083.4633938706015
Iowa,IA,19,Plymouth,Plymouth County,149,2191900,862.89,2540.184728064991
Iowa,IA,19,Pocahontas,Pocahontas County,151,162100,577.24,280.8190700575151
Iowa,IA,19,Polk,Polk County,153,235544700,573.8,410499.65144649707
Iowa,IA,19,Pottawattamie,Pottawattamie County,155,34039900,950.28,35820.91594056489
Iowa,IA,19,Poweshiek,Poweshiek County,157,3943500,584.93,6741.832356008412
Iowa,IA,19,Ringgold,Ringgold County,159,105400,535.5,196.82539682539684
Iowa,IA,19,Sac,Sac County,161,275200,575.01,478.6003721674406
Iowa,IA,19,Scott,Scott County,163,59704100,458.09,130332.68571678056
Iowa,IA,19,Shelby,Shelby County,165,685100,590.78,1159.6533396526627
Iowa,IA,19,Sioux,Sioux County,167,2871300,768.33,3737.0661044082617
Iowa,IA,19,Story,Story County,169,38307200,572.82,66874.75995949861
Iowa,IA,19,Tama,Tama County,171,1128200,721.01,1564.749448690032
Iowa,IA,19,Taylor,Taylor County,173,537900,531.9,1011.2803158488438
Iowa,IA,19,Union,Union County,175,1759400,423.65,4152.9564498996815
Iowa,IA,19,Van Buren,Van Buren County,177,93600,484.79,193.07328946554176
Iowa,IA,19,Wapello,Wapello County,179,4276800,431.83,9903.89736701943
Iowa,IA,19,Warren,Warren County,181,5542000,569.83,9725.707667198989
Iowa,IA,19,Washington,Washington County,183,1701300,568.84,2990.8234301385273
Iowa,IA,19,Wayne,Wayne County,185,634200,525.44,1206.9884287454322
Iowa,IA,19,Webster,Webster County,187,6940600,715.62,9698.722785836058
Iowa,IA,19,Winnebago,Winnebago County,189,810100,400.49,2022.7721041723887
Iowa,IA,19,Winneshiek,Winneshiek County,191,1261600,689.87,1828.7503442677605
Iowa,IA,19,Woodbury,Woodbury County,193,26033900,872.83,29826.999530263623
Iowa,IA,19,Worth,Worth County,195,577300,400.12,1442.817154853544
Iowa,IA,19,Wright,Wright County,197,1564400,580.42,2695.289617862927
Kansas,KS,20,Allen,Allen County,001,1942500,500.3,3882.670397761343
Kansas,KS,20,Anderson,Anderson County,003,496400,579.65,856.3788493056155
Kansas,KS,20,Atchison,Atchison County,005,5811800,431.17,13479.138158962822
Kansas,KS,20,Barber,Barber County,007,246000,1134.07,216.91782694189953
Kansas,KS,20,Barton,Barton County,009,3374300,895.4,3768.4833593924504
Kansas,KS,20,Bourbon,Bourbon County,011,2032400,635.47,3198.2627031960596
Kansas,KS,20,Brown,Brown County,013,943100,570.87,1652.03986897192
Kansas,KS,20,Butler,Butler County,015,7134000,1429.86,4989.299651714155
Kansas,KS,20,Chase,Chase County,017,68800,773.06,88.99697306806716
Kansas,KS,20,Chautauqua,Chautauqua County,019,196600,638.88,307.7260205359379
Kansas,KS,20,Cherokee,Cherokee County,021,1888300,587.57,3213.7447453069417
Kansas,KS,20,Cheyenne,Cheyenne County,023,79200,1019.89,77.6554334290953
Kansas,KS,20,Clark,Clark County,025,39400,974.63,40.42559740619517
Kansas,KS,20,Clay,Clay County,027,320300,645.3,496.3582829691617
Kansas,KS,20,Cloud,Cloud County,029,852800,715.34,1192.160371291973
Kansas,KS,20,Coffey,Coffey County,031,463600,626.95,739.4529069303771
Kansas,KS,20,Comanche,Comanche County,033,49000,788.3,62.15907649372067
Kansas,KS,20,Cowley,Cowley County,035,5797300,1125.75,5149.722407284033
Kansas,KS,20,Crawford,Crawford County,037,5846000,589.76,9912.506782419967
Kansas,KS,20,Decatur,Decatur County,039,68400,893.52,76.5511684125705
Kansas,KS,20,Dickinson,Dickinson County,041,1811700,847.07,2138.7842799296395
Kansas,KS,20,Doniphan,Doniphan County,043,1451000,393.41,3688.264151902595
Kansas,KS,20,Douglas,Douglas County,045,39878600,455.87,87478.00908153641
Kansas,KS,20,Edwards,Edwards County,047,57400,621.89,92.29928122336747
Kansas,KS,20,Elk,Elk County,049,49400,644.27,76.67592779424776
Kansas,KS,20,Ellis,Ellis County,051,7356700,899.91,8174.928603971509
Kansas,KS,20,Ellsworth,Ellsworth County,053,408500,715.85,570.6502758957882
Kansas,KS,20,Finney,Finney County,055,7858500,1301.97,6035.853360676513
Kansas,KS,20,Ford,Ford County,057,5462100,1098.27,4973.367204785709
Kansas,KS,20,Franklin,Franklin County,059,5815300,571.76,10170.87589198265
Kansas,KS,20,Geary,Geary County,061,12815500,384.62,33319.900161198064
Kansas,KS,20,Gove,Gove County,063,123000,1071.67,114.77413756100292
Kansas,KS,20,Graham,Graham County,065,78500,898.52,87.36589057561324
Kansas,KS,20,Grant,Grant County,067,317900,574.8,553.0619345859429
Kansas,KS,20,Gray,Gray County,069,139700,868.87,160.78354644538308
Kansas,KS,20,Greeley,Greeley County,071,11900,778.45,15.286787847645963
Kansas,KS,20,Greenwood,Greenwood County,073,248400,1143.3,217.2658094988192
Kansas,KS,20,Hamilton,Hamilton County,075,102700,996.51,103.05967827718739
Kansas,KS,20,Harper,Harper County,077,508900,801.27,635.1167521559524
Kansas,KS,20,Harvey,Harvey County,079,7256400,539.75,13444.001852709587
Kansas,KS,20,Haskell,Haskell County,081,36900,577.52,63.893891120653834
Kansas,KS,20,Hodgeman,Hodgeman County,083,23600,859.99,27.442179560227444
Kansas,KS,20,Jackson,Jackson County,085,443700,656.22,676.1451952089238
Kansas,KS,20,Jefferson,Jefferson County,087,554200,532.57,1040.6143793304166
Kansas,KS,20,Jewell,Jewell County,089,89800,909.78,98.7051814724439
Kansas,KS,20,Johnson,Johnson County,091,292391000,473.38,617666.5680848367
Kansas,KS,20,Kearny,Kearny County,093,72000,870.54,82.7072851333655
Kansas,KS,20,Kingman,Kingman County,095,624100,863.36,722.8734247590808
Kansas,KS,20,Kiowa,Kiowa County,097,371900,722.64,514.6407616517215
Kansas,KS,20,Labette,Labette County,099,2776200,645.3,4302.185030218503
Kansas,KS,20,Lane,Lane County,101,64800,717.46,90.3186240347894
Kansas,KS,20,Leavenworth,Leavenworth County,103,11086000,462.83,23952.63919797766
Kansas,KS,20,Lincoln,Lincoln County,105,114600,719.4,159.29941618015013
Kansas,KS,20,Linn,Linn County,107,564000,594.06,949.3990506009495
Kansas,KS,20,Logan,Logan County,109,173800,1072.99,161.97727844621105
Kansas,KS,20,Lyon,Lyon County,111,7297100,847.47,8610.452287396603
Kansas,KS,20,McPherson,McPherson County,113,3656600,898.27,4070.7137052333933
Kansas,KS,20,Marion,Marion County,115,655000,944.29,693.642842770759
Kansas,KS,20,Marshall,Marshall County,117,682200,900.18,757.8484303139372
Kansas,KS,20,Meade,Meade County,119,145200,978.09,148.45259638683555
Kansas,KS,20,Miami,Miami County,121,3234900,575.66,5619.462877392906
Kansas,KS,20,Mitchell,Mitchell County,123,620400,701.79,884.025135724362
Kansas,KS,20,Montgomery,Montgomery County,125,6575000,643.53,10217.083896632636
Kansas,KS,20,Morris,Morris County,127,217200,695.28,312.3921297894374
Kansas,KS,20,Morton,Morton County,129,45600,729.73,62.48886574486454
Kansas,KS,20,Nemaha,Nemaha County,131,606600,717.43,845.5180296335532
Kansas,KS,20,Neosho,Neosho County,133,2701000,571.47,4726.407335468179
Kansas,KS,20,Ness,Ness County,135,107500,1074.75,100.02326122354036
Kansas,KS,20,Norton,Norton County,137,188200,878.13,214.31906437543415
Kansas,KS,20,Osage,Osage County,139,824800,705.52,1169.0667876176437
Kansas,KS,20,Osborne,Osborne County,141,157800,892.5,176.80672268907563
Kansas,KS,20,Ottawa,Ottawa County,143,103800,720.73,144.02064573418616
Kansas,KS,20,Pawnee,Pawnee County,145,238100,754.26,315.6736403892557
Kansas,KS,20,Phillips,Phillips County,147,211600,885.88,238.85853614485032
Kansas,KS,20,Pottawatomie,Pottawatomie County,149,3051200,841.02,3627.975553494566
Kansas,KS,20,Pratt,Pratt County,151,1230100,735.05,1673.4915992109381
Kansas,KS,20,Rawlins,Rawlins County,153,162000,1069.42,151.48398197153597
Kansas,KS,20,Reno,Reno County,155,11199900,1255.35,8921.734974309955
Kansas,KS,20,Republic,Republic County,157,348200,717.37,485.3841114069448
Kansas,KS,20,Rice,Rice County,159,775700,726.24,1068.104207975325
Kansas,KS,20,Riley,Riley County,161,12211900,609.77,20027.059383046068
Kansas,KS,20,Rooks,Rooks County,163,265300,890.53,297.9124790854884
Kansas,KS,20,Rush,Rush County,165,136100,717.76,189.61769950958538
Kansas,KS,20,Russell,Russell County,167,342100,886.26,386.0041071468869
Kansas,KS,20,Saline,Saline County,169,13926400,720.23,19336.045429932106
Kansas,KS,20,Scott,Scott County,171,313500,717.54,436.909440588678
Kansas,KS,20,Sedgwick,Sedgwick County,173,195287200,997.51,195774.67895058697
Kansas,KS,20,Seward,Seward County,175,3702300,639.5,5789.366692728694
Kansas,KS,20,Shawnee,Shawnee County,177,68961300,544.02,126762.43520458807
Kansas,KS,20,Sheridan,Sheridan County,179,28800,895.96,32.14429215589981
Kansas,KS,20,Sherman,Sherman County,181,964000,1056.07,912.8182790913481
Kansas,KS,20,Smith,Smith County,183,341600,895.47,381.47564965883834
Kansas,KS,20,Stafford,Stafford County,185,149900,792.05,189.2557288049997
Kansas,KS,20,Stanton,Stanton County,187,50000,680.35,73.49158521349305
Kansas,KS,20,Stevens,Stevens County,189,182200,727.29,250.51905017255842
Kansas,KS,20,Sumner,Sumner County,191,2162600,1181.94,1829.7037074639998
Kansas,KS,20,Thomas,Thomas County,193,1386400,1074.69,1290.0464319943426
Kansas,KS,20,Trego,Trego County,195,842000,889.48,946.6204973692494
Kansas,KS,20,Wabaunsee,Wabaunsee County,197,209900,794.3,264.257837089261
Kansas,KS,20,Wallace,Wallace County,199,106400,913.65,116.45597329393094
Kansas,KS,20,Washington,Washington County,201,187700,894.76,209.7769234208056
Kansas,KS,20,Wichita,Wichita County,203,52300,718.57,72.78344489750476
Kansas,KS,20,Wilson,Wilson County,205,604300,570.42,1059.3948318782652
Kansas,KS,20,Woodson,Woodson County,207,189600,497.82,380.86055200674946
Kansas,KS,20,Wyandotte,Wyandotte County,209,85667200,151.6,565087.0712401055
Kentucky,KY,21,Adair,Adair County,001,1003400,405.28,2475.819186735097
Kentucky,KY,21,Allen,Allen County,003,2339000,344.34,6792.704884706976
Kentucky,KY,21,Anderson,Anderson County,005,2503800,201.83,12405.489768617152
Kentucky,KY,21,Ballard,Ballard County,007,722400,246.66,2928.7278034541473
Kentucky,KY,21,Barren,Barren County,009,6565800,487.54,13467.202691061246
Kentucky,KY,21,Bath,Bath County,011,408400,278.79,1464.9018974855626
Kentucky,KY,21,Bell,Bell County,013,1909800,359,5319.777158774374
Kentucky,KY,21,Boone,Boone County,015,93610000,246.36,379972.39811657736
Kentucky,KY,21,Bourbon,Bourbon County,017,3867200,289.72,13348.06019605136
Kentucky,KY,21,Boyd,Boyd County,019,22615300,159.86,141469.4107343926
Kentucky,KY,21,Boyle,Boyle County,021,11428100,180.17,63429.53876894045
Kentucky,KY,21,Bracken,Bracken County,023,561200,205.61,2729.4392296094547
Kentucky,KY,21,Breathitt,Breathitt County,025,496200,492.41,1007.696838000853
Kentucky,KY,21,Breckinridge,Breckinridge County,027,646400,567.17,1139.6935663028723
Kentucky,KY,21,Bullitt,Bullitt County,029,32470100,297.02,109319.5744394317
Kentucky,KY,21,Butler,Butler County,031,783300,426.09,1838.344011828487
Kentucky,KY,21,Caldwell,Caldwell County,033,2223600,344.79,6449.142956582267
Kentucky,KY,21,Calloway,Calloway County,035,5306200,385.02,13781.621733935901
Kentucky,KY,21,Campbell,Campbell County,037,31696500,151.31,209480.53664661953
Kentucky,KY,21,Carlisle,Carlisle County,039,135900,189.43,717.415404107058
Kentucky,KY,21,Carroll,Carroll County,041,2252900,128.57,17522.75025278059
Kentucky,KY,21,Carter,Carter County,043,2907100,409.5,7099.145299145299
Kentucky,KY,21,Casey,Casey County,045,347100,444.23,781.3520023411296
Kentucky,KY,21,Christian,Christian County,047,13488000,717.5,18798.606271777004
Kentucky,KY,21,Clark,Clark County,049,7554600,252.46,29923.948348253187
Kentucky,KY,21,Clay,Clay County,051,506000,469.25,1078.316462440064
Kentucky,KY,21,Clinton,Clinton County,053,423400,197.25,2146.514575411914
Kentucky,KY,21,Crittenden,Crittenden County,055,295800,359.95,821.7808028892902
Kentucky,KY,21,Cumberland,Cumberland County,057,428200,305.18,1403.1063634576315
Kentucky,KY,21,Daviess,Daviess County,059,18730200,458.35,40864.40493072979
Kentucky,KY,21,Edmonson,Edmonson County,061,326600,302.88,1078.3148441627047
Kentucky,KY,21,Elliott,Elliott County,063,210100,234.32,896.6370775008536
Kentucky,KY,21,Estill,Estill County,065,593600,253.08,2345.503398134977
Kentucky,KY,21,Fayette,Fayette County,067,136995800,283.65,482974.79287854757
Kentucky,KY,21,Fleming,Fleming County,069,396700,348.54,1138.176392953463
Kentucky,KY,21,Floyd,Floyd County,071,1896400,393.35,4821.151646116689
Kentucky,KY,21,Franklin,Franklin County,073,12797400,207.75,61600.0
Kentucky,KY,21,Fulton,Fulton County,075,1581400,205.5,7695.377128953772
Kentucky,KY,21,Gallatin,Gallatin County,077,1297000,101.23,12812.407389113898
Kentucky,KY,21,Garrard,Garrard County,079,329800,230.08,1433.414464534075
Kentucky,KY,21,Grant,Grant County,081,3272500,257.97,12685.583594991664
Kentucky,KY,21,Graves,Graves County,083,4425700,551.74,8021.35063616921
Kentucky,KY,21,Grayson,Grayson County,085,2121300,496.7,4270.787195490236
Kentucky,KY,21,Green,Green County,087,648000,286.03,2265.496626228018
Kentucky,KY,21,Green,Greenup County,087,5992000,286.03,20948.851519071428
Kentucky,KY,21,Greenup,Greenup County,089,5992000,344.4,17398.37398373984
Kentucky,KY,21,Hancock,Hancock County,091,4676900,187.65,24923.527844391152
Kentucky,KY,21,Hardin,Hardin County,093,28007700,623.28,44935.98382749326
Kentucky,KY,21,Harlan,Harlan County,095,1251100,465.83,2685.743726252066
Kentucky,KY,21,Harrison,Harrison County,097,1643100,306.36,5363.298080689385
Kentucky,KY,21,Hart,Hart County,099,2422800,412.09,5879.298211555729
Kentucky,KY,21,Henderson,Henderson County,101,7906500,436.67,18106.35033320356
Kentucky,KY,21,Henry,Henry County,103,1105200,286.28,3860.5560989241308
Kentucky,KY,21,Hickman,Hickman County,105,195200,242.27,805.7126346638048
Kentucky,KY,21,Hopkins,Hopkins County,107,5190900,542,9577.30627306273
Kentucky,KY,21,Jackson,Jackson County,109,410500,345.2,1189.1657010428737
Kentucky,KY,21,Jefferson,Jefferson County,111,426348200,380.42,1120730.2455181116
Kentucky,KY,21,Jessamine,Jessamine County,113,10442800,172.12,60671.62444805949
Kentucky,KY,21,Johnson,Johnson County,115,2270600,261.95,8668.066424890247
Kentucky,KY,21,Kenton,Kenton County,117,58532900,160.25,365259.9063962558
Kentucky,KY,21,Knott,Knott County,119,242300,351.52,689.2922166590806
Kentucky,KY,21,Knox,Knox County,121,2203400,386.3,5703.857105876262
Kentucky,KY,21,Larue,Larue County,123,869800,261.52,3325.940654634445
Kentucky,KY,21,Laurel,Laurel County,125,7225800,433.95,16651.227099896303
Kentucky,KY,21,Lawrence,Lawrence County,127,715200,415.6,1720.8854667949952
Kentucky,KY,21,Lee,Lee County,129,565600,208.86,2708.0340898209324
Kentucky,KY,21,Leslie,Leslie County,131,150900,400.84,376.4594351861092
Kentucky,KY,21,Letcher,Letcher County,133,939800,337.91,2781.213932703974
Kentucky,KY,21,Lewis,Lewis County,135,3065200,482.84,6348.27271974153
Kentucky,KY,21,Lincoln,Lincoln County,137,936300,334.1,2802.4543549835375
Kentucky,KY,21,Livingston,Livingston County,139,295500,313.13,943.6975058282503
Kentucky,KY,21,Logan,Logan County,141,5040000,552.13,9128.285005342945
Kentucky,KY,21,Lyon,Lyon County,143,1181100,213.84,5523.288439955107
Kentucky,KY,21,McCracken,McCracken County,145,15492800,248.74,62285.11698962772
Kentucky,KY,21,McCreary,McCreary County,147,894900,426.8,2096.7666354264293
Kentucky,KY,21,McLean,McLean County,149,298000,252.47,1180.3382580108528
Kentucky,KY,21,Madison,Madison County,151,14869800,437.29,34004.43641519358
Kentucky,KY,21,Magoffin,Magoffin County,153,439000,308.44,1423.291401893399
Kentucky,KY,21,Marion,Marion County,155,2427400,343.01,7076.761610448675
Kentucky,KY,21,Marshall,Marshall County,157,1396800,301.25,4636.680497925311
Kentucky,KY,21,Martin,Martin County,159,243100,229.61,1058.7517965245415
Kentucky,KY,21,Mason,Mason County,161,4155600,240.13,17305.626119185443
Kentucky,KY,21,Meade,Meade County,163,2628600,305.42,8606.509069478096
Kentucky,KY,21,Menifee,Menifee County,165,145400,203.59,714.1804607298983
Kentucky,KY,21,Mercer,Mercer County,167,3957900,248.8,15907.958199356912
Kentucky,KY,21,Metcalfe,Metcalfe County,169,1266100,289.65,4371.137579837736
Kentucky,KY,21,Monroe,Monroe County,171,892700,329.37,2710.3257734462763
Kentucky,KY,21,Montgomery,Montgomery County,173,4829600,197.37,24469.77757511273
Kentucky,KY,21,Morgan,Morgan County,175,338000,381.13,886.836512476058
Kentucky,KY,21,Muhlenberg,Muhlenberg County,177,1856000,467.08,3973.62336216494
Kentucky,KY,21,Nelson,Nelson County,179,7707000,417.51,18459.438097291084
Kentucky,KY,21,Nicholas,Nicholas County,181,349500,195.17,1790.7465286673157
Kentucky,KY,21,Ohio,Ohio County,183,1384000,587.27,2356.6672910245716
Kentucky,KY,21,Oldham,Oldham County,185,8856700,187.22,47306.37752376883
Kentucky,KY,21,Owen,Owen County,187,517800,351.1,1474.7935061236115
Kentucky,KY,21,Owsley,Owsley County,189,47300,197.41,239.60285699812573
Kentucky,KY,21,Pendleton,Pendleton County,191,728700,277.16,2629.1672680040406
Kentucky,KY,21,Perry,Perry County,193,3207300,339.67,9442.399976447728
Kentucky,KY,21,Pike,Pike County,195,4355800,786.83,5535.884498557502
Kentucky,KY,21,Powell,Powell County,197,709100,178.98,3961.8951838194216
Kentucky,KY,21,Pulaski,Pulaski County,199,7123800,658.41,10819.702009386248
Kentucky,KY,21,Robertson,Robertson County,201,4600,99.91,46.04143729356421
Kentucky,KY,21,Rockcastle,Rockcastle County,203,711000,316.55,2246.0906649818353
Kentucky,KY,21,Rowan,Rowan County,205,3402400,279.8,12160.11436740529
Kentucky,KY,21,Russell,Russell County,207,1174000,253.66,4628.242529370023
Kentucky,KY,21,Scott,Scott County,209,18751300,281.77,66548.24857152997
Kentucky,KY,21,Shelby,Shelby County,211,15312400,379.64,40334.00063217786
Kentucky,KY,21,Simpson,Simpson County,213,6274500,234.2,26791.204099060633
Kentucky,KY,21,Spencer,Spencer County,215,1280000,186.68,6856.653096207414
Kentucky,KY,21,Taylor,Taylor County,217,7799400,266.33,29284.721961476367
Kentucky,KY,21,Todd,Todd County,219,752700,374.5,2009.8798397863818
Kentucky,KY,21,Trigg,Trigg County,221,1086100,441.43,2460.4127494733025
Kentucky,KY,21,Trimble,Trimble County,223,199400,151.65,1314.8697659083416
Kentucky,KY,21,Union,Union County,225,777900,342.85,2268.922269213942
Kentucky,KY,21,Warren,Warren County,227,37989700,541.6,70143.46381093057
Kentucky,KY,21,Washington,Washington County,229,1474700,297.27,4960.810038012582
Kentucky,KY,21,Wayne,Wayne County,231,1872200,458.17,4086.256193116092
Kentucky,KY,21,Webster,Webster County,233,519900,331.94,1566.2469120925468
Kentucky,KY,21,Whitley,Whitley County,235,1778800,437.83,4062.764086517598
Kentucky,KY,21,Wolfe,Wolfe County,237,272100,222.17,1224.7378133861457
Kentucky,KY,21,Woodford,Woodford County,239,5761400,188.78,30519.122788430977
Louisiana,LA,22,Acadia,Acadia Parish,001,3358200,655.12,5126.083770912199
Louisiana,LA,22,Allen,Allen Parish,003,2067500,761.85,2713.7888035702567
Louisiana,LA,22,Ascension,Ascension Parish,005,15343900,289.98,52913.64921718739
Louisiana,LA,22,Assumption,Assumption Parish,007,787500,338.66,2325.3410500206696
Louisiana,LA,22,Avoyelles,Avoyelles Parish,009,2857900,832.43,3433.2015905241283
Louisiana,LA,22,Beauregard,Beauregard Parish,011,2798200,1157.34,2417.7856118340333
Louisiana,LA,22,Bienville,Bienville Parish,013,1286600,811.27,1585.908513811678
Louisiana,LA,22,Bossier,Bossier Parish,015,35604300,840.06,42383.04406828084
Louisiana,LA,22,Caddo,Caddo County,017,2272100,878.54,2586.2225965806906
Louisiana,LA,22,Caddo,Caddo Parish,017,85401200,878.54,97208.09524893574
Louisiana,LA,22,Calcasieu,Calcasieu Parish,019,36905300,1063.66,34696.519564522496
Louisiana,LA,22,Caldwell,Caldwell Parish,021,300700,529.43,567.9693255010105
Louisiana,LA,22,Cameron,Cameron Parish,023,574900,1284.89,447.431297620808
Louisiana,LA,22,Catahoula,Catahoula Parish,025,280500,708.03,396.16965382822764
Louisiana,LA,22,Claiborne,Claiborne Parish,027,907700,754.88,1202.44277236117
Louisiana,LA,22,Concordia,Concordia Parish,029,2073000,696.92,2974.516443781209
Louisiana,LA,22,De Soto,De Soto Parish,031,2905700,875.58,3318.6002421252197
Louisiana,LA,22,East Baton Rouge,East Baton Rouge Parish,033,151037300,455.37,331680.3917693304
Louisiana,LA,22,East Carroll,East Carroll Parish,035,423400,420.7,1006.4178749702877
Louisiana,LA,22,East Feliciana,East Feliciana Parish,037,706500,453.41,1558.1923645265874
Louisiana,LA,22,Evangeline,Evangeline Parish,039,2489500,662.38,3758.4166188592653
Louisiana,LA,22,Franklin,Franklin Parish,041,1025400,624.59,1641.7169663299123
Louisiana,LA,22,Grant,Grant Parish,043,197600,643.03,307.29514952646065
Louisiana,LA,22,Iberia,Iberia Parish,045,11005300,574.11,19169.322952047518
Louisiana,LA,22,Iberville,Iberville Parish,047,3824200,618.63,6181.724132356982
Louisiana,LA,22,Jackson,Jackson Parish,049,1183400,569.18,2079.1313819881234
Louisiana,LA,22,Jefferson,Jefferson Davis Parish,051,2797500,295.63,9462.842066096135
Louisiana,LA,22,Jefferson,Jefferson Parish,051,148726700,295.63,503083.9224706559
Louisiana,LA,22,Jefferson Davis,Jefferson Davis Parish,053,2797500,651.33,4295.05780479941
Louisiana,LA,22,Lafayette,Lafayette Parish,055,64495600,268.72,240010.419767788
Louisiana,LA,22,Lafourche,Lafourche Parish,057,7143400,1068.21,6687.261867984759
Louisiana,LA,22,Lincoln,Lincoln Parish,061,7271100,471.74,15413.363293339551
Louisiana,LA,22,Livingston,Livingston Parish,063,10332200,648.17,15940.571146458491
Louisiana,LA,22,Madison,Madison Parish,065,689500,624.44,1104.18935366088
Louisiana,LA,22,Morehouse,Morehouse Parish,067,2047300,794.93,2575.4468946951306
Louisiana,LA,22,Natchitoches,Natchitoches Parish,069,5127500,1252.25,4094.62966660012
Louisiana,LA,22,Orleans,Orleans County,071,3500,169.42,20.658717978987134
Louisiana,LA,22,Orleans,Orleans Parish,071,172976700,169.42,1020993.3892102469
Louisiana,LA,22,Ouachita,Ouachita Parish,073,32171400,610.41,52704.5756131125
Louisiana,LA,22,Plaquemines,Plaquemines Parish,075,3596200,779.91,4611.044864150992
Louisiana,LA,22,Pointe Coupee,Pointe Coupee Parish,077,1048500,557.35,1881.2236476181931
Louisiana,LA,22,Rapides,Rapides Parish,079,22211100,1317.96,16852.635891832833
Louisiana,LA,22,Red River,Red River Parish,081,340900,389.09,876.1469068852965
Louisiana,LA,22,Richland,Richland Parish,083,1317300,559.04,2356.360904407556
Louisiana,LA,22,Sabine,Sabine Parish,085,1569300,866.66,1810.7446980361387
Louisiana,LA,22,St. Bernard,St. Bernard Parish,087,6267400,377.52,16601.50455605001
Louisiana,LA,22,St. Charles,St. Charles Parish,089,8101300,279.08,29028.59395155511
Louisiana,LA,22,St. Helena,St. Helena Parish,091,185400,408.4,453.96669931439766
Louisiana,LA,22,St. James,St. James Parish,093,1171600,241.54,4850.542353233419
Louisiana,LA,22,St. John the Baptist,St. John the Baptist Parish,095,5117100,213.07,24016.05106303093
Louisiana,LA,22,St. Landry,St. Landry Parish,097,7685200,923.88,8318.396328527515
Louisiana,LA,22,St. Martin,St. Martin Parish,099,4809700,737.65,6520.300955737816
Louisiana,LA,22,St. Mary,St. Mary Parish,101,4640100,555.38,8354.82012315892
Louisiana,LA,22,St. Tammany,St. Tammany Parish,103,45772200,845.55,54133.04949441193
Louisiana,LA,22,Tangipahoa,Tangipahoa Parish,105,19456500,791.28,24588.64118895966
Louisiana,LA,22,Tensas,Tensas Parish,107,235100,602.78,390.02621188493316
Louisiana,LA,22,Terrebonne,Terrebonne Parish,109,17048300,1231.82,13839.92791154552
Louisiana,LA,22,Union,Union Parish,111,2417200,876.99,2756.245795277027
Louisiana,LA,22,Vermilion,Vermilion Parish,113,3714800,1173.2,3166.3825434708488
Louisiana,LA,22,Vernon,Vernon Parish,115,9063500,1327.91,6825.387262690995
Louisiana,LA,22,Washington,Washington Parish,117,3650800,669.53,5452.780308574672
Louisiana,LA,22,Webster,Webster Parish,119,4272600,593.03,7204.694534846467
Louisiana,LA,22,West Baton Rouge,West Baton Rouge Parish,121,8967100,192.39,46608.97136025781
Louisiana,LA,22,West Carroll,West Carroll Parish,123,855800,359.65,2379.535659669123
Louisiana,LA,22,West Feliciana,West Feliciana Parish,125,657400,403.21,1630.4159123037623
Louisiana,LA,22,Winn,Winn Parish,127,2227400,950.09,2344.409476996916
Maine,ME,23,Androscoggin,Androscoggin County,001,32258900,467.93,68939.58498065949
Maine,ME,23,Aroostook,Aroostook County,003,6802500,6671.33,1019.6617466082475
Maine,ME,23,Cumberland,Cumberland County,005,96589000,835.24,115642.21062209664
Maine,ME,23,Franklin,Franklin County,007,3881500,1696.61,2287.797431348395
Maine,ME,23,Hancock,Hancock County,009,5882200,1586.89,3706.747159538468
Maine,ME,23,Kennebec,Kennebec County,011,28901400,867.52,33314.96680191811
Maine,ME,23,Knox,Knox County,013,5887900,365.13,16125.48955166653
Maine,ME,23,Lincoln,Lincoln County,015,3904600,455.82,8566.100653766838
Maine,ME,23,Oxford,Oxford County,017,7133200,2076.84,3434.6410893472776
Maine,ME,23,Penobscot,Penobscot County,019,24670800,3397.36,7261.756187157086
Maine,ME,23,Piscataquis,Piscataquis County,021,898100,3960.86,226.74368697707064
Maine,ME,23,Sagadahoc,Sagadahoc County,023,5593700,253.7,22048.48245959795
Maine,ME,23,Somerset,Somerset County,025,5830900,3924.4,1485.8067475282846
Maine,ME,23,Waldo,Waldo County,027,4778400,729.92,6546.4708461201235
Maine,ME,23,Washington,Washington County,029,2127200,2562.66,830.0750001951099
Maine,ME,23,York,York County,031,40825600,990.71,41208.42628014252
Maryland,MD,24,Allegany,Allegany County,001,12187200,424.16,28732.55375330064
